date,state,service provider,throughput,latency,video resolution,age of device,resolution switches
6/2/2023,Texas,Provider D,555.46,85,4K,4,8
6/2/2023,Texas,Provider E,954.49,51,1440p,4,8
6/2/2023,Illinois,Provider A,345.72,83,480p,2,7
6/2/2023,Illinois,Provider B,624.55,52,720p,1,3
6/2/2023,Illinois,Provider C,79.41,84,4K,4,2
6/2/2023,Illinois,Provider D,350.53,19,1440p,5,1
6/2/2023,Illinois,Provider E,362.03,85,720p,3,6
6/3/2023,Cali,Provider A,498.92,44,720p,3,5
6/3/2023,Cali,Provider B,733.68,12,480p,3,1
6/3/2023,Cali,Provider C,69.4,35,720p,3,5
6/3/2023,Cali,Provider D,290.1,28,480p,4,9
6/3/2023,Cali,Provider E,323.63,65,480p,2,3
6/3/2023,Texas,Provider A,383.56,90,1440p,1,9
6/3/2023,Texas,Provider B,245.11,52,1440p,2,1
6/3/2023,Texas,Provider C,74.32,40,1080p,4,6
6/3/2023,Texas,Provider D,259.01,62,720p,1,4
6/3/2023,Texas,Provider E,976.45,48,1080p,1,4
6/3/2023,Illinois,Provider A,888.3,17,720p,5,1
6/3/2023,Illinois,Provider B,697.77,59,1440p,4,6
6/3/2023,Illinois,Provider C,891.81,22,480p,1,5
6/3/2023,Illinois,Provider D,822.11,71,720p,4,10
6/3/2023,Illinois,Provider E,969.33,44,480p,1,8
6/4/2023,Cali,Provider A,798.72,49,1440p,4,5
6/4/2023,Cali,Provider B,920.14,92,1440p,2,8
6/4/2023,Cali,Provider C,723.78,47,480p,3,2
6/4/2023,Cali,Provider D,782.4,22,720p,2,4
6/4/2023,Cali,Provider E,689.79,91,4K,4,3
6/4/2023,Texas,Provider A,129.87,33,1080p,3,9
6/4/2023,Texas,Provider B,639.15,20,4K,3,4
6/4/2023,Texas,Provider C,612.7,55,720p,4,3
6/4/2023,Texas,Provider D,893.09,33,480p,1,1
6/4/2023,Texas,Provider E,982.8,67,1440p,4,3
6/4/2023,Illinois,Provider A,472.41,47,1440p,4,1
6/4/2023,Illinois,Provider B,753.71,13,1440p,5,6
6/4/2023,Illinois,Provider C,161.04,40,480p,2,8
6/4/2023,Illinois,Provider D,318.44,22,1440p,5,6
6/4/2023,Illinois,Provider E,624.07,86,720p,4,10
6/5/2023,Cali,Provider A,269.65,11,1080p,5,0
6/5/2023,Cali,Provider B,206.18,26,720p,5,8
6/5/2023,Cali,Provider C,75.33,75,480p,4,7
6/5/2023,Cali,Provider D,198.74,71,4K,2,10
6/5/2023,Cali,Provider E,825.32,25,1440p,4,6
6/5/2023,Texas,Provider A,369.78,62,4K,2,0
6/5/2023,Texas,Provider B,130.81,37,4K,5,4
6/5/2023,Texas,Provider C,520.13,26,720p,5,6
6/5/2023,Texas,Provider D,788.32,57,1080p,2,7
6/5/2023,Texas,Provider E,192.86,53,1440p,3,8
6/5/2023,Illinois,Provider A,466.35,63,1440p,5,10
6/5/2023,Illinois,Provider B,848.04,95,1080p,4,0
6/5/2023,Illinois,Provider C,981.55,50,4K,1,7
6/5/2023,Illinois,Provider D,202.88,73,480p,2,2
6/5/2023,Illinois,Provider E,953.1,58,1440p,2,3
6/6/2023,Cali,Provider A,146.23,43,720p,5,10
6/6/2023,Cali,Provider B,307.47,72,720p,2,6
6/6/2023,Cali,Provider C,987.3,23,1440p,3,4
6/6/2023,Cali,Provider D,242.44,94,720p,3,2
6/6/2023,Cali,Provider E,611.38,83,1080p,3,4
6/6/2023,Texas,Provider A,137.44,27,720p,3,4
6/6/2023,Texas,Provider B,875.93,32,720p,5,7
6/6/2023,Texas,Provider C,601.95,66,1080p,3,1
6/6/2023,Texas,Provider D,946.43,92,720p,2,10
6/6/2023,Texas,Provider E,302.82,13,4K,2,4
6/6/2023,Illinois,Provider A,946.06,66,480p,3,3
6/6/2023,Illinois,Provider B,414.01,51,1440p,3,9
6/6/2023,Illinois,Provider C,805.15,47,720p,3,6
6/6/2023,Illinois,Provider D,105.68,66,1080p,3,3
6/6/2023,Illinois,Provider E,60.28,58,1440p,2,4
6/7/2023,Cali,Provider A,689.34,60,1440p,1,1
6/7/2023,Cali,Provider B,326.25,49,4K,5,10
6/7/2023,Cali,Provider C,246.53,29,1440p,3,10
6/7/2023,Cali,Provider D,477.24,30,1080p,1,3
6/7/2023,Cali,Provider E,495.88,83,480p,5,9
6/7/2023,Texas,Provider A,618.96,98,1080p,5,2
6/7/2023,Texas,Provider B,833.79,81,1080p,5,3
6/7/2023,Texas,Provider C,268.21,78,1080p,3,0
6/7/2023,Texas,Provider D,177.54,76,1080p,2,0
6/7/2023,Texas,Provider E,581.92,30,1080p,2,10
6/7/2023,Illinois,Provider A,851.55,57,1080p,4,8
6/7/2023,Illinois,Provider B,717.5,77,1440p,5,5
6/7/2023,Illinois,Provider C,577.32,25,480p,1,8
6/7/2023,Illinois,Provider D,872.71,54,1080p,5,3
6/7/2023,Illinois,Provider E,147.95,75,4K,4,6
6/8/2023,Cali,Provider A,174.06,17,480p,1,4
6/8/2023,Cali,Provider B,859.04,63,4K,5,3
6/8/2023,Cali,Provider C,271.63,23,720p,2,1
6/8/2023,Cali,Provider D,472.91,19,480p,3,1
6/8/2023,Cali,Provider E,437.34,90,4K,5,8
6/8/2023,Texas,Provider A,982.63,81,1440p,3,1
6/8/2023,Texas,Provider B,347.67,98,4K,5,8
6/8/2023,Texas,Provider C,149,10,1080p,5,0
6/8/2023,Texas,Provider D,85.01,18,1080p,4,1
6/8/2023,Texas,Provider E,142.46,94,480p,4,8
6/8/2023,Illinois,Provider A,637.12,96,1440p,4,0
6/8/2023,Illinois,Provider B,507.5,55,720p,4,7
6/8/2023,Illinois,Provider C,356.13,19,480p,4,7
6/8/2023,Illinois,Provider D,639.18,39,4K,5,6
6/8/2023,Illinois,Provider E,399.48,64,720p,3,6
6/9/2023,Cali,Provider A,327.95,39,1080p,3,1
6/9/2023,Cali,Provider B,602.75,51,720p,1,6
6/9/2023,Cali,Provider C,450.67,25,4K,4,6
6/9/2023,Cali,Provider D,712.04,65,720p,4,8
6/9/2023,Cali,Provider E,464.81,30,4K,4,10
6/9/2023,Texas,Provider A,236.44,50,480p,2,8
6/9/2023,Texas,Provider B,135.99,34,720p,5,2
6/9/2023,Texas,Provider C,328.34,34,4K,3,1
6/9/2023,Texas,Provider D,527.14,56,720p,3,2
6/9/2023,Texas,Provider E,990.17,95,1440p,3,9
6/9/2023,Illinois,Provider A,602.09,18,480p,4,5
6/9/2023,Illinois,Provider B,108.74,13,1440p,3,9
6/9/2023,Illinois,Provider C,427.82,67,1080p,3,5
6/9/2023,Illinois,Provider D,373.48,35,1080p,3,5
6/9/2023,Illinois,Provider E,288.3,34,1440p,3,9
6/10/2023,Cali,Provider A,729.54,42,480p,5,9
6/10/2023,Cali,Provider B,903.32,98,1440p,1,2
6/10/2023,Cali,Provider C,527.24,33,1440p,1,8
6/10/2023,Cali,Provider D,534.72,100,720p,5,8
6/10/2023,Cali,Provider E,137.14,88,720p,4,6
6/10/2023,Texas,Provider A,165.77,16,720p,4,2
6/10/2023,Texas,Provider B,176.1,28,1440p,5,7
6/10/2023,Texas,Provider C,258.71,11,1080p,3,3
6/10/2023,Texas,Provider D,520.46,26,720p,4,1
6/10/2023,Texas,Provider E,587.66,40,720p,4,10
6/10/2023,Illinois,Provider A,584.01,99,1440p,5,1
6/10/2023,Illinois,Provider B,586.26,35,480p,2,9
6/10/2023,Illinois,Provider C,851.86,26,1080p,5,9
6/10/2023,Illinois,Provider D,583.35,45,480p,2,8
6/10/2023,Illinois,Provider E,99.17,83,1080p,2,2
6/11/2023,Cali,Provider A,983.28,39,1440p,4,6
6/11/2023,Cali,Provider B,628.15,43,480p,3,8
6/11/2023,Cali,Provider C,279.62,97,480p,5,0
6/11/2023,Cali,Provider D,552.26,49,1440p,1,7
6/11/2023,Cali,Provider E,347.51,61,4K,4,7
6/11/2023,Texas,Provider A,865.15,82,480p,5,3
6/11/2023,Texas,Provider B,379.26,46,480p,4,10
6/11/2023,Texas,Provider C,764.25,72,1080p,4,8
6/11/2023,Texas,Provider D,354.3,50,1440p,1,8
6/11/2023,Texas,Provider E,241.43,29,4K,5,8
6/11/2023,Illinois,Provider A,830.55,16,1080p,2,10
6/11/2023,Illinois,Provider B,409.3,14,720p,5,10
6/11/2023,Illinois,Provider C,94.36,78,1080p,2,0
6/11/2023,Illinois,Provider D,991.76,68,720p,3,4
6/11/2023,Illinois,Provider E,385.98,76,4K,1,3
6/12/2023,Cali,Provider A,284.45,43,1440p,2,2
6/12/2023,Cali,Provider B,327.39,75,1080p,4,10
6/12/2023,Cali,Provider C,195.19,48,1080p,2,1
6/12/2023,Cali,Provider D,737.56,69,720p,2,7
6/12/2023,Cali,Provider E,607.11,94,1080p,2,6
6/12/2023,Texas,Provider A,380.23,50,480p,3,7
6/12/2023,Texas,Provider B,897.41,77,1080p,4,5
6/12/2023,Texas,Provider C,211.81,77,4K,1,0
6/12/2023,Texas,Provider D,907.03,75,720p,2,10
6/12/2023,Texas,Provider E,659.4,58,480p,4,0
6/12/2023,Illinois,Provider A,556.13,12,480p,4,9
6/12/2023,Illinois,Provider B,691.82,48,480p,3,0
6/12/2023,Illinois,Provider C,304.51,50,1080p,2,0
6/12/2023,Illinois,Provider D,55.96,93,1080p,1,2
6/12/2023,Illinois,Provider E,914.6,64,480p,4,7
6/13/2023,Cali,Provider A,185.11,52,480p,3,3
6/13/2023,Cali,Provider B,128.87,21,4K,1,6
6/13/2023,Cali,Provider C,121.62,28,1080p,1,5
6/13/2023,Cali,Provider D,775.51,35,1440p,2,1
6/13/2023,Cali,Provider E,301.89,39,1080p,4,5
6/13/2023,Texas,Provider A,349.03,59,480p,2,2
6/13/2023,Texas,Provider B,703.28,15,1440p,4,9
6/13/2023,Texas,Provider C,524.23,83,4K,2,0
6/13/2023,Texas,Provider D,359.84,37,480p,5,10
6/13/2023,Texas,Provider E,378.06,71,720p,3,7
6/13/2023,Illinois,Provider A,501.87,65,4K,3,0
6/13/2023,Illinois,Provider B,299.3,40,480p,2,8
6/13/2023,Illinois,Provider C,337.08,15,4K,3,2
6/13/2023,Illinois,Provider D,509.35,87,1080p,4,3
6/13/2023,Illinois,Provider E,149.05,100,1080p,3,1
6/14/2023,Cali,Provider A,410.66,57,4K,1,6
6/14/2023,Cali,Provider B,876.41,73,480p,1,5
6/14/2023,Cali,Provider C,560.5,94,1080p,2,7
6/14/2023,Cali,Provider D,216.97,88,720p,5,4
6/14/2023,Cali,Provider E,933.55,79,720p,5,1
6/14/2023,Texas,Provider A,372.19,57,1080p,1,7
6/14/2023,Texas,Provider B,169.67,66,1080p,3,3
6/14/2023,Texas,Provider C,112.79,92,4K,1,10
6/14/2023,Texas,Provider D,968.36,46,1440p,5,7
6/14/2023,Texas,Provider E,687.71,55,4K,4,1
6/14/2023,Illinois,Provider A,704.42,22,1440p,2,3
6/14/2023,Illinois,Provider B,287.36,81,1440p,3,10
6/14/2023,Illinois,Provider C,817.7,68,480p,1,2
6/14/2023,Illinois,Provider D,470.01,14,1440p,4,8
6/14/2023,Illinois,Provider E,598.73,14,480p,4,0
6/15/2023,Cali,Provider A,381.52,42,1440p,2,2
6/15/2023,Cali,Provider B,321.11,45,720p,3,10
6/15/2023,Cali,Provider C,623.24,75,4K,4,9
6/15/2023,Cali,Provider D,304.61,98,720p,1,8
6/15/2023,Cali,Provider E,165.53,81,720p,5,9
6/15/2023,Texas,Provider A,188.02,81,1080p,4,10
6/15/2023,Texas,Provider B,594.6,44,1440p,4,1
6/15/2023,Texas,Provider C,691.45,36,4K,5,6
6/15/2023,Texas,Provider D,631.38,70,480p,2,3
6/15/2023,Texas,Provider E,336.77,84,1080p,3,8
6/15/2023,Illinois,Provider A,899.92,10,720p,5,8
6/15/2023,Illinois,Provider B,939.28,90,480p,2,8
6/15/2023,Illinois,Provider C,951.21,53,480p,5,10
6/15/2023,Illinois,Provider D,162.5,47,720p,4,6
6/15/2023,Illinois,Provider E,471.59,66,720p,1,0
6/16/2023,Cali,Provider A,457.39,96,1080p,5,8
6/16/2023,Cali,Provider B,837.33,74,1440p,2,8
6/16/2023,Cali,Provider C,952.14,72,1440p,1,2
6/16/2023,Cali,Provider D,907.19,95,720p,1,7
6/16/2023,Cali,Provider E,91.68,25,480p,5,7
6/16/2023,Texas,Provider A,909.21,88,4K,2,1
6/16/2023,Texas,Provider B,511.9,14,720p,3,9
6/16/2023,Texas,Provider C,785.01,32,1080p,3,4
6/16/2023,Texas,Provider D,666.17,75,4K,1,1
6/16/2023,Texas,Provider E,665.16,84,1440p,5,8
6/16/2023,Illinois,Provider A,571.34,24,4K,1,4
6/16/2023,Illinois,Provider B,346.76,19,480p,4,7
6/16/2023,Illinois,Provider C,988.3,76,720p,5,9
6/16/2023,Illinois,Provider D,961.71,60,1440p,4,10
6/16/2023,Illinois,Provider E,711.02,95,1440p,5,1
6/17/2023,Cali,Provider A,315.42,22,1440p,3,5
6/17/2023,Cali,Provider B,880.26,59,1080p,4,5
6/17/2023,Cali,Provider C,734.95,58,720p,4,4
6/17/2023,Cali,Provider D,255.99,16,720p,1,7
6/17/2023,Cali,Provider E,561.41,58,1080p,2,5
6/17/2023,Texas,Provider A,841.7,47,1080p,1,7
6/17/2023,Texas,Provider B,461.87,77,720p,3,10
6/17/2023,Texas,Provider C,641.4,21,1440p,3,3
6/17/2023,Texas,Provider D,883.63,98,4K,1,10
6/17/2023,Texas,Provider E,471.68,48,480p,1,7
6/17/2023,Illinois,Provider A,511.63,38,1440p,4,3
6/17/2023,Illinois,Provider B,211.1,35,1440p,5,0
6/17/2023,Illinois,Provider C,600.46,86,480p,1,2
6/17/2023,Illinois,Provider D,73.63,43,720p,4,9
6/17/2023,Illinois,Provider E,511.07,37,720p,5,7
6/18/2023,Cali,Provider A,302.59,32,720p,2,5
6/18/2023,Cali,Provider B,481.29,18,4K,1,4
6/18/2023,Cali,Provider C,237,40,720p,2,8
6/18/2023,Cali,Provider D,187.24,88,480p,1,5
6/18/2023,Cali,Provider E,718.92,78,1440p,4,0
6/18/2023,Texas,Provider A,86.66,44,1080p,4,4
6/18/2023,Texas,Provider B,268.08,58,4K,1,7
6/18/2023,Texas,Provider C,876.11,13,4K,1,3
6/18/2023,Texas,Provider D,660.94,70,1080p,5,8
6/18/2023,Texas,Provider E,542.72,47,720p,1,10
6/18/2023,Illinois,Provider A,520.12,89,1080p,3,7
6/18/2023,Illinois,Provider B,978.25,98,720p,1,0
6/18/2023,Illinois,Provider C,861.1,18,480p,1,6
6/18/2023,Illinois,Provider D,91.52,40,720p,2,10
6/18/2023,Illinois,Provider E,497.91,22,4K,2,5
6/19/2023,Cali,Provider A,409.01,55,1080p,1,1
6/19/2023,Cali,Provider B,360.17,17,4K,3,3
6/19/2023,Cali,Provider C,271.18,61,720p,3,3
6/19/2023,Cali,Provider D,61.52,94,720p,1,3
6/19/2023,Cali,Provider E,477.85,91,4K,4,5
6/19/2023,Texas,Provider A,321.73,77,480p,3,6
6/19/2023,Texas,Provider B,486.96,27,1440p,2,1
6/19/2023,Texas,Provider C,855.16,29,480p,3,7
6/19/2023,Texas,Provider D,952.27,62,480p,4,10
6/19/2023,Texas,Provider E,281.47,94,480p,1,5
6/19/2023,Illinois,Provider A,617.61,32,1080p,1,10
6/19/2023,Illinois,Provider B,746.78,19,720p,5,9
6/19/2023,Illinois,Provider C,730.79,25,480p,5,1
6/19/2023,Illinois,Provider D,781.33,31,480p,4,8
6/19/2023,Illinois,Provider E,307.27,68,4K,4,3
6/20/2023,Cali,Provider A,437.09,70,4K,3,4
6/20/2023,Cali,Provider B,980.66,67,720p,3,6
6/20/2023,Cali,Provider C,707.29,73,1440p,2,2
6/20/2023,Cali,Provider D,943.89,80,480p,5,4
6/20/2023,Cali,Provider E,492.24,35,4K,2,6
6/20/2023,Texas,Provider A,178.73,18,4K,1,8
6/20/2023,Texas,Provider B,510.24,67,720p,2,0
6/20/2023,Texas,Provider C,150.61,16,1080p,1,1
6/20/2023,Texas,Provider D,296.93,44,4K,5,6
6/20/2023,Texas,Provider E,777.65,23,1080p,3,0
6/20/2023,Illinois,Provider A,509.33,55,1440p,1,3
6/20/2023,Illinois,Provider B,957.36,27,1440p,1,3
6/20/2023,Illinois,Provider C,622.08,13,480p,4,10
6/20/2023,Illinois,Provider D,108.18,58,1440p,4,7
6/20/2023,Illinois,Provider E,450.21,39,720p,3,5
6/21/2023,Cali,Provider A,524,85,480p,1,0
6/21/2023,Cali,Provider B,57.13,39,1440p,3,5
6/21/2023,Cali,Provider C,649.27,37,1080p,2,9
6/21/2023,Cali,Provider D,813.66,15,4K,3,9
6/21/2023,Cali,Provider E,655.93,35,4K,4,10
6/21/2023,Texas,Provider A,499.61,21,720p,5,10
6/21/2023,Texas,Provider B,859.18,98,720p,3,6
6/21/2023,Texas,Provider C,127.66,70,720p,4,5
6/21/2023,Texas,Provider D,388.19,45,1080p,2,9
6/21/2023,Texas,Provider E,768.64,53,480p,4,0
6/21/2023,Illinois,Provider A,876.37,84,1440p,2,4
6/21/2023,Illinois,Provider B,805.84,47,1440p,3,6
6/21/2023,Illinois,Provider C,369,80,720p,4,2
6/21/2023,Illinois,Provider D,646.23,32,4K,5,0
6/21/2023,Illinois,Provider E,233.87,10,4K,2,10
6/22/2023,Cali,Provider A,669.36,26,720p,2,9
6/22/2023,Cali,Provider B,191.68,92,1080p,4,4
6/22/2023,Cali,Provider C,229.17,59,4K,2,6
6/22/2023,Cali,Provider D,419.81,21,1440p,5,5
6/22/2023,Cali,Provider E,593.52,92,720p,1,6
6/22/2023,Texas,Provider A,359.84,18,1080p,3,2
6/22/2023,Texas,Provider B,971.78,55,1080p,1,3
6/22/2023,Texas,Provider C,677.03,28,1440p,5,7
6/22/2023,Texas,Provider D,820.03,31,4K,3,7
6/22/2023,Texas,Provider E,238.73,12,4K,4,5
6/22/2023,Illinois,Provider A,720.86,61,1080p,1,0
6/22/2023,Illinois,Provider B,318.16,39,720p,3,1
6/22/2023,Illinois,Provider C,339.74,36,1440p,2,4
6/22/2023,Illinois,Provider D,297.15,71,720p,2,6
6/22/2023,Illinois,Provider E,644.02,11,1080p,3,2
6/23/2023,Cali,Provider A,526.27,58,4K,3,3
6/23/2023,Cali,Provider B,670.68,84,1080p,3,3
6/23/2023,Cali,Provider C,854.88,89,1440p,5,3
6/23/2023,Cali,Provider D,456.16,62,480p,2,9
6/23/2023,Cali,Provider E,243.83,97,1080p,3,6
6/23/2023,Texas,Provider A,816.74,26,720p,2,9
6/23/2023,Texas,Provider B,743.48,87,720p,2,3
6/23/2023,Texas,Provider C,555.12,43,4K,4,5
6/23/2023,Texas,Provider D,628.14,21,1440p,2,7
6/23/2023,Texas,Provider E,793.54,27,720p,3,2
6/23/2023,Illinois,Provider A,569.56,43,480p,1,6
6/23/2023,Illinois,Provider B,600.01,22,4K,4,0
6/23/2023,Illinois,Provider C,548.03,80,4K,3,3
6/23/2023,Illinois,Provider D,130.71,15,1080p,2,5
6/23/2023,Illinois,Provider E,90.74,69,1080p,4,5
6/24/2023,Cali,Provider A,558.4,41,1440p,2,2
6/24/2023,Cali,Provider B,865.17,43,1440p,4,2
6/24/2023,Cali,Provider C,729.26,55,480p,4,2
6/24/2023,Cali,Provider D,570.38,98,1440p,5,1
6/24/2023,Cali,Provider E,338.87,54,1440p,2,6
6/24/2023,Texas,Provider A,74.75,12,720p,4,2
6/24/2023,Texas,Provider B,895.99,48,1440p,5,8
6/24/2023,Texas,Provider C,877.82,100,1080p,1,1
6/24/2023,Texas,Provider D,647.65,62,1440p,1,3
6/24/2023,Texas,Provider E,361.56,99,1080p,2,5
6/24/2023,Illinois,Provider A,297.82,91,1080p,1,4
6/24/2023,Illinois,Provider B,993.97,38,1080p,1,4
6/24/2023,Illinois,Provider C,189.63,27,480p,4,8
6/24/2023,Illinois,Provider D,316.95,47,4K,4,5
6/24/2023,Illinois,Provider E,100.73,42,480p,5,9
6/25/2023,Cali,Provider A,341.18,17,1080p,5,9
6/25/2023,Cali,Provider B,739.33,25,1080p,3,5
6/25/2023,Cali,Provider C,486.87,30,4K,4,10
6/25/2023,Cali,Provider D,515.06,68,1440p,5,8
6/25/2023,Cali,Provider E,939.3,33,1440p,3,7
6/25/2023,Texas,Provider A,889.44,18,4K,3,5
6/25/2023,Texas,Provider B,145.86,42,480p,2,8
6/25/2023,Texas,Provider C,679.38,40,720p,4,3
6/25/2023,Texas,Provider D,910.92,92,720p,3,9
6/25/2023,Texas,Provider E,235.11,99,4K,1,4
6/25/2023,Illinois,Provider A,676.54,54,1440p,3,5
6/25/2023,Illinois,Provider B,848,10,480p,5,5
6/25/2023,Illinois,Provider C,303.09,88,1080p,3,3
6/25/2023,Illinois,Provider D,803.37,65,1440p,4,4
6/25/2023,Illinois,Provider E,521.72,51,480p,5,5
6/26/2023,Cali,Provider A,806.65,56,1440p,1,3
6/26/2023,Cali,Provider B,460.76,58,4K,4,10
6/26/2023,Cali,Provider C,923.67,72,720p,3,2
6/26/2023,Cali,Provider D,917.01,35,480p,4,2
6/26/2023,Cali,Provider E,175.84,27,1080p,2,3
6/26/2023,Texas,Provider A,787.39,77,480p,3,2
6/26/2023,Texas,Provider B,830.42,95,1440p,1,0
6/26/2023,Texas,Provider C,324.1,16,4K,2,5
6/26/2023,Texas,Provider D,62.72,94,1080p,1,6
6/26/2023,Texas,Provider E,925.68,25,1440p,5,9
6/26/2023,Illinois,Provider A,906.5,90,480p,4,9
6/26/2023,Illinois,Provider B,593.73,63,480p,5,0
6/26/2023,Illinois,Provider C,531.98,63,480p,4,5
6/26/2023,Illinois,Provider D,600.5,71,720p,1,9
6/26/2023,Illinois,Provider E,860.31,41,1440p,1,6
6/27/2023,Cali,Provider A,81.08,46,4K,1,0
6/27/2023,Cali,Provider B,856.39,27,480p,1,10
6/27/2023,Cali,Provider C,790.41,28,4K,1,1
6/27/2023,Cali,Provider D,366.56,97,480p,3,8
6/27/2023,Cali,Provider E,950.29,59,720p,2,10
6/27/2023,Texas,Provider A,80.28,25,720p,5,1
6/27/2023,Texas,Provider B,904.38,47,1080p,1,10
6/27/2023,Texas,Provider C,209.33,86,720p,3,6
6/27/2023,Texas,Provider D,541.45,68,720p,4,10
6/27/2023,Texas,Provider E,720.08,17,4K,3,9
6/27/2023,Illinois,Provider A,354.37,67,720p,4,9
6/27/2023,Illinois,Provider B,592.78,66,1440p,1,7
6/27/2023,Illinois,Provider C,125.44,54,1440p,4,3
6/27/2023,Illinois,Provider D,952.66,32,480p,2,10
6/27/2023,Illinois,Provider E,239.72,77,1440p,2,3
6/28/2023,Cali,Provider A,214.87,90,720p,2,6
6/28/2023,Cali,Provider B,90.5,17,1080p,2,0
6/28/2023,Cali,Provider C,603.31,70,1440p,5,0
6/28/2023,Cali,Provider D,227.79,75,4K,3,2
6/28/2023,Cali,Provider E,960.2,14,720p,3,7
6/28/2023,Texas,Provider A,297.85,35,720p,5,4
6/28/2023,Texas,Provider B,885.23,62,720p,5,3
6/28/2023,Texas,Provider C,735.52,26,720p,3,6
6/28/2023,Texas,Provider D,919.82,99,480p,5,4
6/28/2023,Texas,Provider E,521.68,98,480p,5,9
6/28/2023,Illinois,Provider A,551.76,97,480p,3,6
6/28/2023,Illinois,Provider B,874.69,21,480p,5,4
6/28/2023,Illinois,Provider C,169.48,96,1080p,5,5
6/28/2023,Illinois,Provider D,547.07,44,480p,2,10
6/28/2023,Illinois,Provider E,155.2,88,720p,3,7
6/29/2023,Cali,Provider A,587.14,68,1440p,2,6
6/29/2023,Cali,Provider B,76.98,36,480p,1,0
6/29/2023,Cali,Provider C,94.4,75,480p,4,5
6/29/2023,Cali,Provider D,64.75,47,720p,4,10
6/29/2023,Cali,Provider E,385.95,43,480p,3,6
6/29/2023,Texas,Provider A,368.68,95,720p,2,6
6/29/2023,Texas,Provider B,689.68,19,4K,4,3
6/29/2023,Texas,Provider C,663.2,52,1080p,2,4
6/29/2023,Texas,Provider D,97.68,59,480p,4,5
6/29/2023,Texas,Provider E,946.09,79,720p,5,6
6/29/2023,Illinois,Provider A,392.68,39,720p,2,0
6/29/2023,Illinois,Provider B,580.15,84,1080p,1,4
6/29/2023,Illinois,Provider C,74.94,23,720p,3,6
6/29/2023,Illinois,Provider D,887.74,50,1440p,2,6
6/29/2023,Illinois,Provider E,306.04,65,720p,2,4
6/30/2023,Cali,Provider A,486.47,36,4K,3,4
6/30/2023,Cali,Provider B,708.5,36,720p,3,5
6/30/2023,Cali,Provider C,678.34,11,480p,4,7
6/30/2023,Cali,Provider D,947.93,53,1080p,4,7
6/30/2023,Cali,Provider E,604.45,10,720p,4,5
6/30/2023,Texas,Provider A,85.16,73,720p,3,7
6/30/2023,Texas,Provider B,138.16,88,720p,5,1
6/30/2023,Texas,Provider C,610.29,23,480p,5,10
6/30/2023,Texas,Provider D,924.48,42,1080p,1,4
6/30/2023,Texas,Provider E,515.2,60,720p,2,7
6/30/2023,Illinois,Provider A,61.76,36,4K,5,2
6/30/2023,Illinois,Provider B,788.29,36,4K,4,3
6/30/2023,Illinois,Provider C,939.09,94,720p,1,7
6/30/2023,Illinois,Provider D,155.67,93,1080p,1,4
6/30/2023,Illinois,Provider E,936.26,61,1080p,1,10
